State,City,County,Ownership,Use,LocationID,SiteNumber,ARPLatitude,ARPLongitude
MT,HELENA,LEWIS AND CLARK,PR,PR,MT83,12401.4*A,46-34-17.7610N,112-10-51.0240W
MT,HELENA,LEWIS AND CLARK,PR,PR,MT96,12401.12*A,46-44-24.8000N,112-02-05.5000W
MT,HERON,SANDERS,PR,PR,41MT,12402.25*A,48-05-13.7400N,116-02-46.5600W
MT,HIGHWOOD,CHOUTEAU,PR,PR,MT77,12402.33*A,47-36-29.8830N,110-54-19.8340W
MT,HINGHAM,HILL,PR,PR,26MT,12402.51*A,48-50-08.2800N,110-26-31.2600W
MT,HINGHAM,HILL,PR,PR,12MT,12402.5*A,48-46-26.9960N,110-26-29.8040W
MT,HINGHAM,HILL,PR,PR,45MT,12402.52*A,48-37-42.0000N,110-28-10.8000W
MT,HINSDALE,VALLEY,PU,PU,6U5,12402.6*A,48-23-16.8740N,107-04-59.8402W
MT,HOGELAND,BLAINE,PU,PU,6U6,12403.05*A,48-51-36.5000N,108-39-39.4000W
MT,HOT SPRINGS,SANDERS,PU,PU,S09,12403.5*A,47-36-44.7740N,114-36-48.4660W
MT,HUSON,MISSOULA,PU,PR,MT52,12404.*A,47-04-39.7220N,114-24-45.4340W
MT,HYSHAM,TREASURE,PU,PU,6U7,12404.4*A,46-17-36.5000N,107-11-35.9000W
MT,JACKSON,BEAVERHEAD,PR,PR,18MT,12405.*A,45-12-57.4600N,113-29-57.3900W
MT,JORDAN,GARFIELD,PU,PU,JDN,12408.*A,47-19-43.5000N,106-57-09.6800W
MT,KALISPELL,FLATHEAD,PR,PR,17MT,12417.8*A,48-06-25.4000N,114-10-38.1000W
MT,KALISPELL,FLATHEAD,PR,PR,2MT0,12417.03*A,48-18-00.0000N,114-24-49.0000W
MT,KALISPELL,FLATHEAD,PR,PR,2MT2,12417.7*A,48-12-00.0600N,114-15-30.0500W
MT,KALISPELL,FLATHEAD,PR,PR,MT53,12417.3*A,48-05-40.8280N,114-51-05.5000W
MT,KALISPELL,FLATHEAD,PR,PR,MT95,12417.6*A,48-07-00.8390N,114-11-09.4390W
MT,KALISPELL,FLATHEAD,PU,PU,GPI,12418.*A,48-18-37.7000N,114-15-21.6000W
MT,KALISPELL,FLATHEAD,PU,PU,S27,12417.*A,48-10-42.8500N,114-18-13.4670W
MT,KALISPELL,FLATHEAD,PR,PR,MT28,12417.2*H,48-12-47.8560N,114-19-27.4710W
MT,KALISPELL,FLATHEAD,PR,PR,27MT,12417.02*A,48-19-18.9000N,114-19-38.9000W
MT,KALISPELL,FLATHEAD,PR,PR,MT10,12417.04*H,48-12-55.8500N,114-17-52.9700W
MT,KALISPELL,FLATHEAD,PR,PR,MT37,12417.5*A,48-07-28.8400N,114-14-25.4510W
MT,KALISPELL,FLATHEAD,PR,PR,MT54,12417.1*A,48-14-37.8620N,114-14-39.4610W
MT,KALISPELL,FLATHEAD,PR,PR,22MT,12417.9*A,48-07-10.0000N,114-10-12.0000W
MT,KREMLIN,HILL,PR,PR,13MT,12420.*A,48-31-14.9730N,110-06-47.7600W
MT,LAKESIDE,FLATHEAD,PR,PR,MT03,12419.5*A,47-59-36.2700N,114-13-27.5000W
MT,LAKEVIEW,BEAVERHEAD,PR,PR,MT47,12420.81*A,44-41-12.6950N,111-53-36.9140W
MT,LAMBERT,RICHLAND,PR,PR,20MT,12421.*A,47-41-30.0000N,104-35-17.0000W
MT,LAUREL,STILLWATER,PR,PR,0MT5,12422.01*A,45-38-03.0000N,108-50-56.0000W
MT,LAUREL,YELLOWSTONE,PR,PR,50MT,12422.02*A,45-37-43.0000N,108-49-42.0000W
MT,LAUREL,YELLOWSTONE,PU,PU,6S8,12422.*A,45-42-15.7569N,108-45-34.2320W
MT,LAVINA,GOLDEN VALLEY,PU,PU,80S,12423.1*A,46-18-26.2000N,108-57-17.3000W
MT,LEWISTOWN,FERGUS,PR,PR,MT31,12426.03*H,47-03-28.9030N,109-26-22.6580W
MT,LEWISTOWN,FERGUS,PU,PU,LWT,12426.*A,47-02-57.3000N,109-28-00.1000W
MT,LIBBY,LINCOLN,PU,PU,S59,12429.11*A,48-17-01.8000N,115-29-24.8000W
MT,LINCOLN,LEWIS AND CLARK,PR,PR,28MT,12430.2*A,46-57-12.8000N,112-44-53.1000W
MT,LINCOLN,LEWIS AND CLARK,PU,PU,S69,12430.1*A,46-57-16.9300N,112-39-00.7800W
MT,LINCOLN,LEWIS AND CLARK,PR,PR,MT21,12430.01*A,47-03-13.0000N,112-32-46.0000W
MT,LIVINGSTON,PARK,PR,PR,MT48,12433.01*A,45-26-04.7700N,110-38-39.7520W
MT,LIVINGSTON,PARK,PR,PR,MT66,12433.02*H,45-38-56.7670N,110-34-07.7450W
MT,LIVINGSTON,PARK,PU,PU,LVM,12433.*A,45-41-57.9000N,110-26-52.9000W
MT,LUSTRE,VALLEY,PR,PR,MT04,12435.*A,48-24-15.0840N,106-00-32.0540W
MT,LUSTRE,VALLEY,PR,PR,15MT,12436.*A,48-30-01.5000N,105-54-35.0000W
MT,MALTA,PHILLIPS,PU,PU,M75,12438.1*A,48-22-01.0000N,107-55-09.6000W
MT,MARION,FLATHEAD,PR,PR,97MT,12439.02*A,48-04-24.4900N,114-40-34.5000W
MT,MARION,FLATHEAD,PR,PR,MT88,12439.*A,48-00-15.8090N,114-59-56.5220W
MT,MARION,FLATHEAD,PR,PR,0MT6,12439.01*A,48-02-26.0000N,114-40-46.0000W
MT,MEADOW CREEK,FLATHEAD,PU,PU,0S1,12443.*A,47-50-57.7000N,113-25-02.7000W
MT,MILES CITY,CUSTER,PU,PU,MLS,12450.*A,46-25-40.7000N,105-53-10.5000W
MT,MILES CITY,CUSTER,PR,PR,1MT5,12450.01*H,46-23-40.6900N,105-49-42.6300W
MT,MILES CITY,CUSTER,PR,PR,MT29,12450.1*A,46-28-44.0110N,105-51-30.0180W
MT,MISSOULA,MISSOULA,PR,PR,90MT,12453.014*H,46-57-20.2000N,114-07-37.5000W
MT,MISSOULA,MISSOULA,PR,PR,2MT3,12453.01*H,46-52-11.7250N,113-59-26.3920W
MT,MISSOULA,MISSOULA,PU,PU,MSO,12453.*A,46-54-58.7000N,114-05-26.0000W
MT,MISSOULA,MISSOULA,PU,PR,MT44,12453.02*H,46-51-19.7240N,114-03-31.4000W
MT,MISSOULA,MISSOULA,PR,PR,MT23,12453.012*H,46-52-19.7250N,114-00-03.3940W
MT,OPHEIM,VALLEY,PR,PR,MT09,12464.21*A,48-50-45.0850N,106-36-32.1400W
MT,OPHEIM,VALLEY,PU,PU,S00,12464.2*A,48-52-00.0900N,106-25-02.1150W
MT,PEERLESS,DANIELS,PR,PR,MT87,12466.*A,48-40-00.0910N,105-56-02.0450W
MT,PHILIPSBURG,GRANITE,PR,PR,1MT6,12467.02*A,46-21-25.0000N,113-30-37.0000W
MT,PHILIPSBURG,GRANITE,PU,PR,MT67,12467.01*H,46-19-47.7310N,113-17-42.2300W
MT,PHILIPSBURG,GRANITE,PU,PU,U05,12467.*A,46-19-09.7310N,113-18-18.2310W
MT,PLAINS,SANDERS,PR,PR,MT78,12468.01*H,47-28-05.7690N,114-53-19.4840W
MT,PLAINS,SANDERS,PU,PU,S34,12468.*A,47-28-24.8000N,114-54-25.5000W
MT,PLENTYWOOD,SHERIDAN,PU,PU,PWD,12470.*A,48-47-20.4000N,104-31-22.7000W
MT,POLEBRIDGE,FLATHEAD,PR,PR,MT60,12473.*A,48-48-51.8950N,114-21-14.5060W
MT,POLEBRIDGE,FLATHEAD,PR,PR,86MT,12473.02*A,48-59-52.0000N,114-28-29.0000W
MT,POLSON,LAKE,PU,PU,8S1,12474.*A,47-41-43.6000N,114-11-07.0000W
MT,POPLAR,ROOSEVELT,PU,PU,PO1,12478.02*A,48-08-03.9000N,105-09-43.7000W
MT,POPLAR,ROOSEVELT,PR,PR,MT38,12478.01*A,48-24-12.0770N,105-09-23.9300W
MT,PORT OF DEL BONITA,GLACIER,PU,PU,H28,12479.*A,48-59-59.9630N,112-47-33.2910W
MT,RED LODGE,CARBON,PR,PR,MT99,12483.01*H,45-10-39.8000N,109-15-12.6000W
MT,RED LODGE,CARBON,PU,PU,RED,12483.*A,45-11-14.8010N,109-16-02.5600W
MT,REXFORD,LINCOLN,PR,PR,MT07,12483.3*H,48-51-34.4700N,115-06-26.7900W
MT,RICHEY,DAWSON,PU,PU,7U8,12484.01*A,47-37-35.1000N,105-04-46.5000W
MT,ROBERTS,CARBON,PR,PR,16MT,12484.95*A,45-24-18.8030N,109-07-47.5540W
MT,RONAN,LAKE,PR,PR,MT19,12485.01*A,47-35-27.7700N,114-03-08.3940W
MT,RONAN,LAKE,PU,PU,7S0,12485.*A,47-34-01.8220N,114-06-03.8600W
MT,ROUNDUP,MUSSELSHELL,PU,PU,RPX,12489.*A,46-28-30.0000N,108-32-36.3000W
MT,ROY,FERGUS,PU,PR,MT79,12489.5*A,47-35-02.9590N,108-42-32.5470W
MT,RUSSIAN FLAT,JUDITH BASIN,PU,PU,M42,12490.*A,46-43-27.5200N,110-25-04.1800W
MT,RYEGATE,GOLDEN VALLEY,PU,PU,8U0,12490.7*A,46-17-25.7000N,109-14-51.7000W
MT,RYEGATE,STILLWATER,PR,PR,3MT3,12490.71*A,46-07-32.0000N,109-21-54.0000W
MT,SAND COULEE,CASCADE,PR,PR,1MT7,12492.3*A,47-25-15.8500N,111-09-30.8800W
MT,SAND SPRINGS,GARFIELD,PR,PU,8U1,12492.41*A,47-06-14.9000N,107-30-10.5000W
MT,SCHAFER,FLATHEAD,PU,PU,8U2,12494.*A,48-04-46.6000N,113-14-42.0000W
MT,SCOBEY,DANIELS,PU,PU,9S2,12495.*A,48-48-27.8000N,105-26-22.1000W
MT,SCOBEY,DANIELS,PU,PU,8U3,12495.1*A,48-59-58.3000N,105-24-00.9000W
MT,SEELEY LAKE,MISSOULA,PR,PR,MT39,12496.*A,47-06-21.7700N,113-19-03.0000W
MT,SEELEY LAKE,MISSOULA,PR,PU,M35,12496.11*C,47-10-27.7670N,113-28-48.2830W
MT,SEELEY LAKE,MISSOULA,PU,PU,23S,12496.1*A,47-10-55.0000N,113-26-42.8000W
MT,SHELBY,TOOLE,PU,PU,SBX,12499.*A,48-32-26.5000N,111-52-16.5000W
MT,SIDNEY,RICHLAND,PU,PU,SDY,12503.*A,47-42-24.7000N,104-11-33.2000W
MT,SOMERS,FLATHEAD,PR,PR,MT14,12508.*H,48-03-04.0000N,114-13-46.0000W
MT,SPOTTED BEAR,FLATHEAD,PU,PU,8U4,12511.*A,47-57-42.0000N,113-33-34.1000W
MT,ST IGNATIUS,LAKE,PU,PU,52S,12491.3*A,47-19-30.0000N,114-04-51.0000W
MT,STANFORD,JUDITH BASIN,PU,PU,S64,12512.*A,47-08-48.4665N,110-13-47.7953W
MT,STEVENSVILLE,RAVALLI,PR,PR,4MT8,12513.04*A,46-28-26.0000N,114-03-16.8000W
MT,STEVENSVILLE,RAVALLI,PR,PR,MT32,12513.01*A,46-32-19.7210N,114-02-23.3720W
MT,STEVENSVILLE,RAVALLI,PR,PR,98MT,12513.02*A,46-26-34.1300N,114-00-11.4600W
MT,STEVENSVILLE,RAVALLI,PU,PU,32S,12513.*A,46-31-30.4000N,114-03-10.1000W
MT,STEVENSVILLE,RAVALLI,PR,PR,48MT,12513.03*H,46-26-48.0000N,114-03-42.0000W
MT,SUNBURST,TOOLE,PU,PU,8U5,12514.*A,48-53-12.5000N,111-55-18.5000W
MT,SUPERIOR,MINERAL,PU,PU,9S4,12516.1*A,47-10-05.7340N,114-51-13.4680W
MT,SUPERIOR,MINERAL,PU,PR,MT64,12516.01*H,47-11-03.7360N,114-52-11.4700W
MT,SWEETGRASS,TOOLE,PU,PU,7S8,12518.*A,48-59-54.8000N,111-58-41.6000W
MT,TERRY,PRAIRIE,PU,PU,8U6,12523.*A,46-46-37.7000N,105-18-47.2000W
MT,THOMPSON FALLS,SANDERS,PR,PR,MT92,12525.1*C,47-35-25.0000N,115-20-14.5490W
MT,THOMPSON FALLS,SANDERS,PR,PR,0MT7,12525.2*A,47-39-38.8000N,115-24-14.6000W
MT,THOMPSON FALLS,SANDERS,PU,PU,THM,12525.*A,47-34-23.9350N,115-16-50.1850W
MT,THREE FORKS,GALLATIN,PR,PR,MT42,12529.01*A,45-54-37.7410N,111-30-49.8880W
MT,THREE FORKS,GALLATIN,PU,PU,9S5,12529.*A,45-52-41.2100N,111-34-09.9550W
MT,TIBER DAM,LIBERTY,PU,PU,B70,12529.4*A,48-18-49.9350N,111-06-32.9080W
MT,TOWNSEND,BROADWATER,PU,PU,8U9,12531.1*A,46-25-07.7560N,111-34-37.8980W
MT,TOWNSEND,BROADWATER,PR,PR,8MT4,12531.01*A,46-32-09.0000N,111-29-56.0000W
MT,TOWNSEND,BROADWATER,PU,PU,8U8,12531.*A,46-19-52.4350N,111-28-57.3100W
MT,TROUT CREEK,SANDERS,PR,PR,29MT,12533.01*A,47-44-20.0000N,115-30-10.0000W
MT,TROY,LINCOLN,PU,PU,57S,12534.*A,48-28-48.7940N,115-54-12.6240W
MT,TURNER,BLAINE,PU,PU,9U0,12535.*A,48-51-01.1500N,108-24-13.5100W
MT,TWIN BRIDGES,MADISON,PU,PU,7S1,12537.*A,45-32-01.4821N,112-18-09.4408W
MT,ULM,CASCADE,PR,PR,MT33,12538.5*A,47-24-33.8400N,111-29-14.8940W
MT,VALIER,PONDERA,PU,PU,7S7,12540.*A,48-18-00.5350N,112-15-04.1093W
MT,WEST GLACIER,FLATHEAD,PR,PR,0MT8,12546.*H,48-29-12.0000N,113-59-52.0000W
MT,WEST GLACIER,FLATHEAD,PR,PR,33MT,12546.01*H,48-28-50.0000N,114-00-04.0000W
MT,WEST GLACIER,FLATHEAD,PR,PR,2MT1,12546.02*A,48-28-59.0000N,113-57-34.0000W
MT,WEST YELLOWSTONE,GALLATIN,PU,PU,WYS,12549.1*A,44-41-18.2000N,111-07-03.5000W
MT,WHITE FISH,FLATHEAD,PR,PR,0MT9,12552.*A,48-29-00.0000N,114-29-33.0000W
MT,WHITE SULPHUR SPRINGS,MEAGHER,PU,PU,7S6,12558.1*A,46-29-50.1000N,110-54-38.8000W
MT,WHITEFISH,FLATHEAD,PU,PU,58S,12552.1*A,48-24-28.8720N,114-17-58.4740W
MT,WHITEHALL,JEFFERSON,PR,PR,MT41,12554.*A,45-52-41.7350N,112-07-01.9830W
MT,WILSALL,PARK,PU,PU,9U1,12565.3*A,46-02-58.7630N,110-41-07.7500W
MT,WINIFRED,BLAINE,PU,PU,BB0,12565.85*A,47-50-44.0000N,109-11-13.0000W
MT,WINIFRED,BLAINE,PU,PU,BW8,12565.84*A,47-50-52.0000N,109-05-58.0000W
MT,WINIFRED,BLAINE,PU,PU,CW0,12565.83*A,47-56-51.0000N,109-00-29.0000W
MT,WINIFRED,FERGUS,PU,PU,MT3,12565.81*A,47-37-00.0000N,108-50-53.0000W
MT,WINIFRED,BLAINE,PU,PU,LC0,12565.82*A,47-53-07.0000N,109-01-22.0000W
MT,WINIFRED,FERGUS,PU,PU,9S7,12565.8*A,47-33-05.9320N,109-22-39.6450W
MT,WINIFRED,FERGUS,PU,PU,WH0,12565.86*A,47-46-46.0000N,109-04-43.0000W
MT,WINNETT,BEAVERHEAD,PU,PU,7S2,12567.*A,46-58-36.0000N,108-21-54.0000W
MT,WISDOM,BEAVERHEAD,PU,PU,7S4,12571.*A,45-35-29.7230N,113-27-33.2120W
MT,WISE RIVER,BEAVERHEAD,PU,PU,02T,12572.*A,45-46-12.1000N,112-58-49.7000W
MT,WOLF POINT,ROOSEVELT,PU,PU,OLF,12573.*A,48-05-40.2000N,105-34-30.2000W
MT,WOLF POINT,MC CONE,PR,PR,MT80,12573.11*A,48-02-35.0620N,105-36-31.9980W
MT,ZORTMAN,PHILLIPS,PR,PR,MT08,12576.*A,47-55-00.0000N,108-29-00.0000W
NC,ADVANCE,DAVIE,PR,PR,30NC,16494.1*A,36-02-55.0000N,080-27-25.0000W
NC,ADVANCE,DAVIE,PR,PR,6NC8,16494.*A,35-56-17.4930N,080-23-04.1950W
NC,AHOSKIE,HERTFORD,PR,PR,15NC,16499.31*A,36-14-23.0000N,076-58-26.0000W
NC,AHOSKIE,HERTFORD,PR,PR,NC18,16499.33*C,36-23-22.0000N,076-54-41.0000W
NC,AHOSKIE,HERTFORD,PU,PU,ASJ,16499.3*A,36-17-51.1000N,077-10-15.1000W
NC,ALBEMARLE,STANLY,PR,PR,9NC1,16503.01*H,35-21-48.0000N,080-11-41.0000W
NC,ALBEMARLE,STANLY,PU,PU,VUJ,16503.*A,35-25-00.1010N,080-09-02.8640W
NC,AMMON,BLADEN,PR,PR,17NR,16504.*U,34-47-01.5700N,078-34-37.0400W
NC,ANDREWS,CHEROKEE,PU,PU,RHP,16506.*A,35-11-42.8270N,083-51-46.9390W
NC,ANGIER,HARNETT,PR,PR,NC44,16506.53*A,35-28-01.0000N,078-41-02.0000W
NC,ANGIER,HARNETT,PR,PR,27NR,16506.52*A,35-28-10.0000N,078-39-16.0000W
NC,APEX,WAKE,PR,PR,2NR4,16510.02*H,35-44-50.0000N,078-52-20.0000W
NC,APEX,WAKE,PR,PR,NC81,16510.01*A,35-45-06.5440N,078-51-35.0260W
NC,APEX,WAKE,PR,PR,NC11,16510.*A,35-44-29.5430N,078-55-29.0310W
NC,ASHEBORO,RANDOLPH,PU,PU,HBI,16515.3*A,35-39-16.3000N,079-53-41.1000W
NC,ASHEBORO,RANDOLPH,PR,PR,1NC0,16515.12*A,35-43-19.4910N,079-56-29.1410W
NC,ASHEBORO,RANDOLPH,PR,PR,NC74,16515.24*H,35-42-40.1000N,079-48-56.4000W
NC,ASHEBORO,RANDOLPH,PR,PR,25NC,16515.23*A,35-38-00.0000N,079-42-36.0000W
NC,ASHEBORO,RANDOLPH,PR,PR,7NC9,16515.21*A,35-43-38.4910N,079-54-40.1350W
NC,ASHEVILLE,BUNCOMBE,PU,PU,AVL,16517.5*A,35-26-10.3000N,082-32-30.5000W
NC,ASHEVILLE,BUNCOMBE,PR,PR,NC95,16517.51*H,35-34-31.2000N,082-32-54.6000W
NC,ASHEVILLE,BUNCOMBE,PR,PR,NC67,16517.52*A,35-28-04.0000N,082-27-09.0000W
NC,ATKINSON,BLADEN,PR,PR,NC65,16520.*A,34-33-34.6060N,078-16-04.9940W
NC,ATLANTIC,JONES,MN,PR,12NC,16520.4*A,34-53-00.0000N,076-21-00.0000W
NC,ATLANTIC,CARTERET,PR,PR,NC54,16520.3*A,34-52-39.5900N,076-21-23.6970W
NC,AURORA,BEAUFORT,PR,PR,NC12,16521.*A,35-23-22.6020N,076-47-04.7620W
NC,AURORA,ALAMANCE,PR,PR,NC47,16521.01*H,35-19-07.0000N,076-42-02.0000W
NC,BANNER ELK,AVERY,PR,PR,NC07,16527.01*H,36-04-00.0000N,081-52-00.0000W
NC,BANNER ELK,AVERY,PR,PR,1NC7,16527.03*H,36-09-20.9000N,081-50-00.9000W
NC,BANNER ELK,AVERY,PR,PR,7NC8,16527.02*H,36-10-06.4000N,081-49-05.4000W
NC,BANNER ELK,AVERY,PR,PR,NC06,16527.*A,36-09-37.4520N,081-53-48.4090W
NC,BAYBORO,PAMLICO,PR,PR,4NC2,16529.*A,35-12-27.6010N,076-36-43.7390W
NC,BAYBORO,PAMLICO,PR,PR,7NC0,16529.1*A,35-09-30.6030N,076-45-45.7500W
NC,BEAUFORT,CARTERET,PR,PR,05NC,16533.01*A,34-45-34.0000N,076-38-41.0000W
NC,BEAUFORT,CARTERET,PU,PU,MRH,16533.*A,34-44-01.5312N,076-39-37.2790W
NC,BELHAVEN,BEAUFORT,PR,PR,NC89,16539.02*H,35-32-34.5950N,076-37-01.7540W
NC,BLADENBORO,BLADEN,PR,PU,3W6,16557.*A,34-32-34.3000N,078-46-41.4000W
NC,BOONE,WATAUGA,PR,PR,NC14,16560.*A,36-11-48.4630N,081-38-22.3810W
NC,BOONE,WATAUGA,PU,PR,NC04,16560.01*H,36-11-57.4620N,081-39-05.3820W
NC,BOONVILLE,YADKIN,PR,PR,26NC,16562.*A,36-13-22.4890N,080-42-56.2360W
NC,BOONVILLE,YADKIN,PR,PR,3NC1,16562.1*A,36-12-19.4920N,080-39-30.2280W
NC,BREVARD,TRANSYLVANIA,PR,PR,NC16,16566.1*A,35-13-21.4110N,082-43-36.4510W
NC,BREVARD,TRANSYLVANIA,PR,PR,97NC,16566.05*H,35-15-24.0000N,082-42-39.0000W
NC,BREVARD,TRANSYLVANIA,PR,PR,3NR3,16566.*A,35-16-13.0000N,082-38-39.0000W
NC,BROADWAY,HARNETT,PR,PR,09NC,16567.5*A,35-19-45.5700N,079-01-48.0900W
NC,BRYSON CITY,SWAIN,PR,PR,57NC,16569.1*A,35-25-35.3440N,083-27-29.5730W
NC,BUNN,FRANKLIN,PR,PR,7NC5,16575.*A,35-56-01.5510N,078-14-47.9800W
NC,BUNN,FRANKLIN,PR,PR,1NC5,16575.1*A,35-55-59.5000N,078-20-54.9000W
NC,BURGAW,PENDER,PR,PR,7NC1,16578.*A,34-31-40.6010N,077-51-00.9410W
NC,BURLINGTON,ALAMANCE,PR,PR,91NC,16582.02*H,36-03-44.4000N,079-30-17.0000W
NC,BURLINGTON,ALAMANCE,PU,PU,BUY,16582.*A,36-02-59.0202N,079-28-22.8347W
NC,BURNSVILLE,YANCEY,PR,PR,2NC0,16582.5*A,35-52-07.4080N,082-20-30.4590W
NC,CAMERON,LEE,PR,PR,8NC1,16583.4*A,35-22-34.5580N,079-14-27.0860W
NC,CAMERON,MOORE,PR,PR,84NC,16583.3*A,35-16-24.0000N,079-14-55.0000W
NC,CAMP MACKALL,RICHMOND,MR,PR,HFF,16585.*A,35-02-11.7927N,079-29-50.3120W
NC,CANDLER,BUNCOMBE,PR,PU,N39,16585.1*H,35-30-13.3581N,082-44-23.8427W
NC,CAPE CARTERET,CARTERET,PR,PR,60NC,16585.4*A,34-42-18.5820N,077-03-03.8100W
NC,CAPE CARTERET,CARTERET,PR,PR,4NC5,16585.3*A,34-43-49.5810N,077-03-01.8110W
NC,CAROLEEN,RUTHERFORD,PR,PR,8NC2,16588.*A,35-17-21.4420N,081-47-06.3620W
NC,CAROLINA BEACH,NEW HANOVER,PR,PR,03NC,16588.5*A,34-06-15.6180N,077-54-15.0000W
NC,CARTHAGE,MOORE,PR,PR,5NC3,16588.7*A,35-20-30.0000N,079-26-13.0000W
NC,CARTHAGE,MOORE,PR,PR,NR88,16588.72*A,35-16-51.0000N,079-23-16.0000W
NC,CARY,WAKE,PU,PR,04NC,16589.2*H,35-44-21.0000N,078-46-56.0000W
NC,CASHIERS,JACKSON,PR,PR,3NC8,16589.9*H,35-09-30.0000N,083-04-01.0000W
NC,CASTLE HAYNE,NEW HANOVER,PR,PR,9NR9,16590.*H,34-21-32.0000N,077-51-38.0000W
NC,CASTLE HAYNE,NEW HANOVER,PR,PR,25NR,16590.01*H,34-19-36.1000N,077-53-47.9000W
NC,CEDAR ISLAND,CARTERET,PR,PR,NC17,16591.*A,34-58-48.5930N,076-18-28.6890W
NC,CHAPEL HILL,ORANGE,PU,PU,IGX,16605.*A,35-56-06.0000N,079-03-57.2700W
NC,CHAPEL HILL,ORANGE,PR,PR,NC34,16604.2*A,35-58-44.1186N,079-07-36.6996W
NC,CHAPEL HILL,ALAMANCE,PR,PR,5NC5,16604.3*A,35-58-53.5010N,079-16-23.0590W
NC,CHAPEL HILL,ORANGE,PR,PR,3NC9,16604.1*A,35-52-30.5200N,079-05-14.0420W
NC,CHARLOTTE,MECKLENBURG,PR,PR,34NC,16607.12*H,35-12-20.0000N,080-50-30.0000W
NC,CHARLOTTE,MECKLENBURG,PU,PU,CLT,16608.*A,35-12-49.4664N,080-56-56.6485W
NC,CHARLOTTE,MECKLENBURG,PR,PR,NC24,16610.*H,35-12-40.5180N,080-43-09.2480W
NC,CHARLOTTE,ALAMANCE,PR,PR,99NA,16607.13*H,35-03-38.2800N,080-50-45.5600W
NC,CHARLOTTE,MECKLENBURG,PR,PR,2NC5,16607.2*H,35-14-10.5080N,080-55-59.2620W
NC,CHARLOTTE,ALAMANCE,PR,PR,9NC0,16607.39*H,35-12-44.0000N,080-49-28.0000W
NC,CHARLOTTE,MECKLENBURG,PR,PR,40NR,16607.14*H,35-05-54.0000N,080-59-36.0000W
NC,CHARLOTTE,MECKLENBURG,PR,PR,NC90,16607.38*H,35-13-43.5110N,080-52-08.2580W
NC,CHARLOTTE,MECKLENBURG,PR,PU,8A6,16607.6*A,35-12-49.5180N,080-40-12.2460W
NC,CHERRY POINT,PAMLICO,MN,PR,NKT,16619.*A,34-54-11.4065N,076-52-50.7745W
NC,CHERRYVILLE,LINCOLN,PR,PR,1NC9,16620.*U,35-26-59.0000N,081-25-35.0000W
NC,CHINA GROVE,ROWAN,PR,PR,NC29,16623.01*A,35-37-12.5010N,080-35-51.2330W
NC,CLARKTON,BLADEN,PR,PR,2NR2,16630.*A,34-27-28.0000N,078-37-06.0000W
NC,CLEMMONS,DAVIE,PR,PR,NC32,16635.*A,36-01-33.0000N,080-26-11.0000W
NC,CLEVELAND,ROWAN,PR,PR,0NC8,16636.5*A,35-45-20.5030N,080-44-07.2480W
NC,CLINTON,SAMPSON,PU,PU,CTZ,16638.1*A,34-58-29.7800N,078-21-56.2650W
NC,CLINTON,SAMPSON,PU,PR,NC85,16638.111*H,35-00-30.6020N,078-19-08.9960W
NC,CLINTON,SAMPSON,PR,PR,NC69,16638.11*A,34-52-15.6130N,078-28-27.0190W
NC,COLUMBUS,POLK,PR,PR,9NC5,16640.*H,35-14-24.0000N,082-12-40.0000W
NC,CONCORD,CABARRUS,PR,PR,4NC8,16642.*A,35-25-20.5040N,080-37-14.2430W
NC,CONCORD,CABARRUS,PR,PR,NC77,16642.11*A,35-27-20.5030N,080-34-32.2380W
NC,CONCORD,CABARRUS,PU,PU,JQF,16644.2*A,35-23-15.9900N,080-42-32.8900W
NC,CONCORD,ALAMANCE,PR,PR,NC41,16642.02*H,35-21-28.0000N,080-42-15.0000W
NC,CONCORD,CABARRUS,PR,PR,NC60,16642.03*H,35-26-06.4000N,080-36-05.0000W
NC,CONCORD,CABARRUS,PR,PR,NC19,16642.1*A,35-23-30.5070N,080-34-32.2390W
NC,CONCORD,CABARRUS,PR,PR,NC35,16644.*A,35-24-10.5050N,080-37-19.2430W
NC,COROLLA,CURRITUCK,PR,PR,7NC2,16649.*A,36-15-12.5830N,075-47-18.6850W
NC,CURRITUCK,CURRITUCK,PU,PU,ONX,16650.*A,36-23-59.8000N,076-00-55.6000W
NC,DENVER,CATAWBA,PR,PR,6NC1,16670.*A,35-35-30.4810N,081-04-46.2810W
NC,DOVER,JONES,PR,PR,66NC,16673.*A,35-10-28.0000N,077-29-01.0000W
NC,DUBLIN,BLADEN,PR,PR,NC82,16675.5*A,34-40-10.6100N,078-42-09.0600W
NC,DUNN,HARNETT,PR,PR,NC96,16676.51*H,35-18-47.5860N,078-38-09.0540W
NC,DUNN,SAMPSON,PR,PR,NC22,16676.52*A,35-13-39.1200N,078-33-18.6600W
NC,DURHAM,DURHAM,PR,PR,NC92,16678.1*H,36-00-25.3000N,078-56-15.2700W
NC,DURHAM,DURHAM,PR,PR,83NC,16678.2*H,35-55-20.4000N,078-59-17.0000W
NC,DURHAM,DURHAM,PR,PR,8NC8,16678.*A,36-03-36.5220N,078-47-00.0190W
NC,EDEN,ROCKINGHAM,PU,PU,8N0,16688.01*H,36-29-38.4970N,079-44-23.1260W
NC,EDENTON,CHOWAN,PR,PR,1NR1,16689.01*H,36-01-08.5000N,076-36-41.0000W
NC,EDENTON,CHOWAN,PR,PR,16NC,16689.1*A,36-11-46.0000N,076-39-55.0000W
