State,City,County,Ownership,Use,LocationID,SiteNumber,ARPLatitude,ARPLongitude
MS,HOUSTON,CHICKASAW,PR,PR,2MS9,11270.2*A,33-49-58.5680N,088-55-21.6448W
MS,HOUSTON,CHICKASAW,PR,PR,0MS9,11270.1*A,33-48-02.4150N,089-01-38.2190W
MS,HURLEY,JACKSON,PR,PR,MS27,11272.*A,30-42-25.0000N,088-25-45.0000W
MS,INDIANOLA,SUNFLOWER,PU,PU,IDL,11274.*A,33-29-08.6000N,090-40-44.0000W
MS,INVERNESS,SUNFLOWER,PR,PR,MS77,11274.63*A,33-19-54.4330N,090-38-35.3320W
MS,INVERNESS,SUNFLOWER,PR,PR,MS21,11274.62*A,33-19-55.4340N,090-34-55.3260W
MS,IUKA,TISHOMINGO,PU,PU,15M,11276.*A,34-46-20.3250N,088-09-57.1480W
MS,IUKA,TISHOMINGO,PR,PR,16MS,11276.2*H,34-48-24.0000N,088-12-36.0000W
MS,JACKSON,HINDS,PU,PR,MS91,11280.08*H,32-19-27.5230N,090-09-59.3150W
MS,JACKSON,HINDS,PU,PR,1MS4,11280.06*H,32-17-16.5270N,090-15-22.3240W
MS,JACKSON,HINDS,PR,PR,MS07,11280.07*H,32-23-08.5180N,090-11-14.3160W
MS,JACKSON,HINDS,PU,PU,HKS,11282.*A,32-20-05.2000N,090-13-21.1000W
MS,JACKSON,RANKIN,PU,PU,JAN,11280.*A,32-18-40.2000N,090-04-33.2000W
MS,JACKSON,HINDS,PR,PR,MS46,11280.11*H,32-19-58.5230N,090-09-55.3150W
MS,JACKSON,HINDS,PR,PR,4MS6,11280.03*H,32-19-42.0000N,090-10-26.0000W
MS,KOSCIUSKO,ATTALA,PU,PU,OSX,11287.*A,33-05-24.9000N,089-32-31.3000W
MS,KOSCIUSKO,ATTALA,PR,PR,1MS3,11287.01*H,33-03-57.4650N,089-35-52.2760W
MS,LAKESHORE,HANCOCK,PR,PR,5MS2,11287.6*A,30-15-02.9000N,089-27-03.6000W
MS,LAUREL,JONES,PU,PU,LUL,11288.*A,31-40-22.9000N,089-10-22.1000W
MS,LEXINGTON,HOLMES,PU,PU,19M,11299.51*A,33-07-31.6600N,090-01-32.0050W
MS,LIBERTY,AMITE,PR,PR,MS49,11300.*A,31-09-46.6310N,090-49-02.3670W
MS,LINWOOD,YAZOO,PR,PR,MS06,11301.*A,32-47-25.4820N,090-08-17.3110W
MS,LONG BEACH,HARRISON,PR,PU,35M,11302.*H,30-23-19.0000N,089-09-55.0000W
MS,LORMAN,CLAIBORNE,PU,PR,MS28,11303.01*A,31-52-07.5780N,091-08-05.3900W
MS,LOUISVILLE,WINSTON,PU,PU,LMS,11304.1*A,33-08-46.3000N,089-03-45.0000W
MS,LUCEDALE,GREENE,PR,PR,4MS5,11316.2*A,31-00-05.1400N,088-31-01.1100W
MS,LUCEDALE,GEORGE,PR,PR,MS26,11316.3*A,30-48-08.0000N,088-32-51.0000W
MS,LUCEDALE,GEORGE,PR,PR,7MS9,11316.5*A,30-57-08.4400N,088-28-06.3400W
MS,LUCEDALE,GEORGE,PR,PR,22MS,11316.4*A,30-50-25.0000N,088-34-29.0000W
MS,LUMBERTON,LAMAR,PU,PU,4R1,11319.2*A,31-00-55.2000N,089-28-57.2000W
MS,MACON,NOXUBEE,PU,PU,20M,11321.1*A,33-08-01.4000N,088-32-09.6000W
MS,MADISON,MADISON,PU,PU,MBO,11323.*A,32-26-19.2000N,090-06-11.2000W
MS,MAGEE,SIMPSON,PU,PU,17M,11324.2*A,31-51-45.9700N,089-48-02.2350W
MS,MANTACHIE,LEE,PR,PR,MS68,11326.01*A,34-19-35.3750N,088-34-21.1810W
MS,MARKS,QUITMAN,PU,PU,MMS,11327.2*A,34-13-53.2000N,090-17-22.4000W
MS,MC COMB,PIKE,PU,PU,MCB,11333.1*A,31-10-42.4000N,090-28-18.7000W
MS,MC NEIL,PEARL RIVER,PR,PR,MS93,11336.*A,30-43-35.6790N,089-43-54.2510W
MS,MCCOMB,PIKE,PU,PR,MS47,11333.01*H,31-14-35.6340N,090-28-08.3540W
MS,MERIDIAN,LAUDERDALE,PR,PR,MS32,11339.4*H,32-22-05.5140N,088-41-56.1610W
MS,MERIDIAN,LAUDERDALE,MN,PR,NJW,11339.2*A,32-47-56.1360N,088-50-04.2950W
MS,MERIDIAN,LAUDERDALE,PU,PU,MEI,11339.*A,32-19-57.4000N,088-45-06.7000W
MS,MERIDIAN,LAUDERDALE,MN,PR,NMM,11339.1*A,32-33-12.5310N,088-33-18.9370W
MS,MERIDIAN,LAUDERDALE,PR,PR,0MS0,11339.3*A,32-28-30.0000N,088-37-00.0000W
MS,MERIGOLD,BOLIVAR,PR,PR,MS95,11341.*A,33-50-50.4030N,090-43-30.3510W
MS,MICHIGAN CITY,MARSHALL,PR,PR,54MS,11343.*H,34-57-40.0000N,089-15-03.0000W
MS,MONTICELLO,LAWRENCE,PR,PR,MS50,11345.*A,31-34-45.6080N,090-06-40.3080W
MS,NATCHEZ,ADAMS,PU,PU,HEZ,11358.*A,31-36-49.1800N,091-17-50.4110W
MS,NEW ALBANY,UNION,PR,PR,5MS7,11360.05*H,34-29-51.0000N,089-01-35.0000W
MS,NEW ALBANY,UNION,PU,PU,M72,11360.1*A,34-32-56.4350N,089-01-27.9700W
MS,NEWTON,NEWTON,PU,PU,M23,11363.*A,32-18-39.8050N,089-08-05.7050W
MS,OCEAN SPRINGS,JACKSON,PR,PU,5R2,11367.*A,30-23-22.0000N,088-45-12.4000W
MS,OKOLONA,CHICKASAW,PR,PR,5MS8,11368.02*A,33-52-23.0000N,088-43-26.0000W
MS,OKOLONA,CHICKASAW,PU,PU,5A4,11368.01*A,34-00-56.9000N,088-43-34.3000W
MS,OLIVE BRANCH,DE SOTO,PR,PR,MS00,11368.62*A,34-59-20.0000N,089-54-55.0000W
MS,OLIVE BRANCH,DE SOTO,PR,PU,OLV,11368.6*A,34-58-43.5000N,089-47-12.7000W
MS,OXFORD,LAFAYETTE,PR,PR,0MS3,11375.*H,34-20-52.2000N,089-31-08.4000W
MS,OXFORD,LAFAYETTE,PR,PR,24MS,11375.01*H,34-20-46.0000N,089-31-10.0000W
MS,OXFORD,LAFAYETTE,PU,PU,UOX,11375.1*A,34-23-03.6000N,089-32-12.5000W
MS,PASCAGOULA,JACKSON,PU,PR,MS87,11379.02*H,30-22-13.7180N,088-33-25.0580W
MS,PASCAGOULA,JACKSON,PU,PR,3MS4,11379.06*H,30-20-18.1200N,088-34-24.8600W
MS,PASCAGOULA,JACKSON,PR,PR,MS78,11379.03*H,30-19-45.7200N,088-30-30.0480W
MS,PASCAGOULA,JACKSON,PR,PR,MS19,11379.04*H,30-21-17.7190N,088-29-29.0460W
MS,PASCAGOULA,JACKSON,PR,PR,MS02,11379.05*H,30-20-55.7190N,088-28-41.0440W
MS,PASCAGOULA,JACKSON,PR,PR,MS72,11379.011*H,30-22-34.1000N,088-31-51.8000W
MS,PASCAGOULA,JACKSON,PU,PU,PQL,11379.01*A,30-27-46.0120N,088-31-45.2200W
MS,PASS CHRISTIAN,HARRISON,PR,PR,0MS6,11379.91*H,30-18-04.7100N,089-14-04.1510W
MS,PELAHATCHIE,RANKIN,PR,PR,4MS0,11381.05*A,32-18-01.5250N,089-51-32.2820W
MS,PETAL,FORREST,PR,PR,MS84,11385.*H,31-21-41.6000N,089-09-40.8000W
MS,PHILADELPHIA,NESHOBA,PR,PR,MS96,11387.*A,32-46-00.4820N,089-06-00.2160W
MS,PHILADELPHIA,NESHOBA,PR,PR,MS70,11387.2*A,32-44-07.4830N,088-55-33.1950W
MS,PHILADELPHIA,NESHOBA,PU,PR,1MS1,11387.01*H,32-45-25.4820N,089-06-23.2160W
MS,PHILADELPHIA,NESHOBA,PU,PU,MPE,11387.1*A,32-47-57.1633N,089-07-33.5899W
MS,PICAYUNE,PEARL RIVER,PR,PR,MS61,11393.13*A,30-37-49.3700N,089-43-57.4200W
MS,PICAYUNE,PEARL RIVER,PR,PR,MS48,11393.15*A,30-37-18.7000N,089-41-48.9000W
MS,PICAYUNE,HANCOCK,PR,PR,5MS5,11393.14*A,30-32-42.4508N,089-27-47.0343W
MS,PICAYUNE,PEARL RIVER,PR,PR,5MS9,11393.16*H,30-35-56.5800N,089-32-30.1800W
MS,PICAYUNE,PEARL RIVER,PU,PU,MJD,11393.11*A,30-29-14.9000N,089-39-04.3000W
MS,PISGAH,RANKIN,PR,PR,MS08,11394.*A,32-28-26.0000N,089-51-06.4000W
MS,PITTSBORO,CALHOUN,PU,PU,04M,11395.*A,33-55-48.3000N,089-20-35.8000W
MS,POCAHONTAS,MADISON,PR,PR,MS71,11399.4*A,32-29-42.5080N,090-17-34.3250W
MS,PONTOTOC,PONTOTOC,PU,PU,22M,11400.1*A,34-16-32.0000N,089-02-16.9000W
MS,POPLARVILLE,PEARL RIVER,PR,PR,MS88,11403.1*A,30-46-39.1800N,089-43-34.0446W
MS,POPLARVILLE,PEARL RIVER,PU,PU,M13,11403.03*A,30-47-09.6740N,089-30-16.2250W
MS,PORT GIBSON,CLAIBORNE,PR,PR,3MS0,11405.*H,32-00-50.5640N,091-03-07.3870W
MS,PRENTISS,JEFFERSON DAVIS,PU,PU,M43,11413.11*A,31-35-43.1000N,089-54-23.2000W
MS,PURVIS,LAMAR,PR,PR,33MS,11413.5*A,31-06-02.0000N,089-25-04.0000W
MS,QUITMAN,CLARKE,PU,PU,23M,11413.6*A,32-05-09.9300N,088-44-20.6950W
MS,RALEIGH,SMITH,PU,PR,1MS7,11413.8*H,31-59-58.5600N,089-31-10.2470W
MS,RAYMOND,HINDS,PR,PR,4MS2,11414.01*A,32-12-43.4000N,090-27-01.0000W
MS,RAYMOND,HINDS,PU,PU,JVW,11414.*A,32-18-16.1000N,090-24-37.9000W
MS,RED BANKS,MARSHALL,PR,PR,MS55,11414.3*A,34-48-39.3470N,089-34-42.2920W
MS,RICHTON,PERRY,PU,PU,M59,11414.5*A,31-19-02.6380N,088-56-06.1720W
MS,RIPLEY,TIPPAH,PU,PU,25M,11415.1*A,34-43-21.8000N,089-00-52.9000W
MS,ROBINSONVILLE,TUNICA,PU,PR,4MS1,11458.24*H,34-49-00.0000N,090-18-10.5000W
MS,ROCHDALE,BOLIVAR,PR,PR,02MS,11419.*A,34-06-00.3850N,090-50-48.3770W
MS,ROLLING FORK,SHARKEY,PR,PR,04MS,11422.01*A,32-56-22.4580N,090-50-14.3590W
MS,ROLLING FORK,SHARKEY,PR,PR,5MS1,11422.02*A,32-57-15.4560N,090-50-45.3590W
MS,ROLLING FORK,ISSAQUENA,PR,PR,MS35,11422.011*A,32-58-52.4510N,090-57-55.3720W
MS,SCOOBA,NOXUBEE,PR,PR,3MS8,11426.01*A,32-56-31.9000N,088-21-48.5000W
MS,SEMINARY,JONES,PR,PR,0MS2,11427.1*A,31-32-30.6010N,089-23-30.2290W
MS,SHANNON,LEE,PR,PR,4MS4,11429.*A,34-09-27.7000N,088-45-36.8000W
MS,SHAW,BOLIVAR,PR,PR,1MS0,11430.*A,33-35-59.4120N,090-46-52.3470W
MS,SHELBY,BOLIVAR,PR,PR,MS03,11430.5*A,33-55-27.3980N,090-47-13.3620W
MS,SHELBY,BOLIVAR,PR,PR,93MS,11430.51*A,33-58-17.8000N,090-46-04.7000W
MS,SHUQUALAK,LOWNDES,MA,PR,1MS8,11431.*A,32-56-24.4640N,088-34-45.1550W
MS,SLADEN,MARSHALL,PR,PR,4MS3,11438.*A,34-57-21.7000N,089-23-38.5000W
MS,SMITHVILLE,MONROE,PR,PR,MS63,11440.*A,34-03-15.3860N,088-22-16.1520W
MS,STAR,RANKIN,PR,PR,MS69,11442.6*A,32-06-31.5450N,090-02-47.3000W
MS,STARKVILLE,OKTIBBEHA,PU,PU,STF,11444.*A,33-25-59.2000N,088-50-55.0000W
MS,STARKVILLE,OKTIBBEHA,PR,PR,42MS,11444.1*H,33-28-59.0000N,088-49-23.0000W
MS,STARKVILLE,OKTIBBEHA,PR,PU,M51,11445.*A,33-29-51.6439N,088-40-53.1189W
MS,STEENS,LOWNDES,PR,PR,MS04,11445.9*A,33-37-21.0000N,088-17-10.0000W
MS,SWAN LAKE,TALLAHATCHIE,PR,PR,MS38,11446.5*A,33-52-20.4120N,090-17-00.3180W
MS,TAYLORSVILLE,SMITH,PR,PR,MS39,11448.1*A,31-49-15.5750N,089-27-30.2370W
MS,TCHULA,HOLMES,PR,PR,MS40,11450.01*A,33-13-32.0000N,090-14-48.0000W
MS,TUNICA,TUNICA,PR,PR,4MS8,11458.21*H,34-50-24.2000N,090-19-42.2000W
MS,TUNICA,TUNICA,PR,PU,30M,11458.1*A,34-40-00.3650N,090-22-00.3550W
MS,TUNICA,TUNICA,PU,PU,UTA,11458.2*A,34-41-06.2000N,090-20-52.0000W
MS,TUPELO,LEE,PU,PU,TUP,11462.*A,34-16-08.3958N,088-46-11.6139W
MS,TUTWILER,TALLAHATCHIE,PR,PR,MS41,11464.*A,34-00-10.8905N,090-25-33.1723W
MS,TYLERTOWN,WALTHALL,PU,PU,T36,11465.1*A,31-08-45.6400N,090-10-05.3220W
MS,UNION,NESHOBA,PR,PR,3MS9,11468.*A,32-34-50.4970N,089-08-10.2130W
MS,VAIDEN,CARROLL,PR,PR,3MS5,11471.*A,33-18-06.6000N,089-48-51.6000W
MS,VICKSBURG,WARREN,PR,PR,17MS,11474.42*H,32-22-25.0000N,090-49-25.0000W
MS,VICKSBURG,WARREN,PU,PU,VKS,11475.*A,32-14-20.9000N,090-55-41.5000W
MS,VICKSBURG,WARREN,PR,PR,MS43,11474.2*A,32-33-06.4990N,090-49-49.3680W
MS,WALLS,DE SOTO,PR,PR,MS65,11479.01*A,34-57-00.3440N,090-12-00.3410W
MS,WATER VALLEY,YALOBUSHA,PU,PU,33M,11480.5*A,34-10-04.3000N,089-41-05.6000W
MS,WAYNESBORO,WAYNE,PU,PU,2R0,11481.1*A,31-38-36.9800N,088-38-06.2500W
MS,WEST POINT,CLAY,PU,PU,M83,11485.1*A,33-35-02.5000N,088-40-00.1000W
MS,WIGGINS,STONE,PU,PU,M24,11489.1*A,30-50-35.6780N,089-09-35.1840W
MS,WINONA,MONTGOMERY,PU,PU,5A6,11492.*A,33-27-53.9560N,089-43-48.7830W
MS,WOODVILLE,WILKINSON,PR,PR,MS57,11495.*A,31-13-12.6170N,091-14-25.3920W
MS,YAZOO CITY,YAZOO,PU,PU,87I,11498.1*A,32-53-00.6000N,090-27-50.4000W
MS,YOKENA,WARREN,PR,PR,MS45,11500.1*A,32-09-22.5470N,091-07-28.3940W
MT,ALZADA,CARTER,PR,PR,MT50,12241.*A,45-05-15.9490N,104-49-09.8940W
MT,ANACONDA,DEER LODGE,PU,PU,3U3,12243.*A,46-09-11.2780N,112-52-04.2240W
MT,ASHLAND,ROSEBUD,PR,PU,3U4,12245.7*A,45-36-23.6000N,106-16-27.3000W
MT,AUGUSTA,LEWIS AND CLARK,PU,PU,3U5,12247.2*A,47-27-48.3000N,112-22-48.4000W
MT,AUGUSTA,LEWIS AND CLARK,PU,PU,3U7,12256.6*A,47-28-55.3000N,112-52-20.3000W
MT,AUGUSTA,LEWIS AND CLARK,PR,PR,2MT6,12247.22*H,47-36-00.0000N,112-40-19.0000W
MT,AUGUSTA,LEWIS AND CLARK,PR,PR,0MT1,12247.21*A,47-29-51.0000N,112-23-27.0000W
MT,BABB,GLACIER,PU,PU,49S,12252.*A,48-50-53.6000N,113-25-45.4000W
MT,BAKER,FALLON,PU,PU,BHK,12253.*A,46-20-47.8000N,104-15-29.2000W
MT,BASIN,JEFFERSON,PR,PR,MT43,12254.*A,46-20-46.7470N,112-20-37.0550W
MT,BELGRADE,GALLATIN,PR,PR,4MT1,12255.51*A,45-49-14.4800N,111-08-42.6500W
MT,BELGRADE,GALLATIN,PR,PR,1MT1,12255.52*H,45-46-27.0000N,111-12-10.0000W
MT,BELGRADE,GALLATIN,PR,PR,9MT9,12255.53*A,45-47-27.0000N,111-07-29.0000W
MT,BIG SANDY,CHOUTEAU,PU,PU,3U8,12259.*A,48-09-48.9610N,110-06-51.1220W
MT,BIG SANDY,CHOUTEAU,PR,PR,0MT2,12259.01*H,48-10-46.9000N,110-06-30.7000W
MT,BIG SKY,GALLATIN,PR,PR,MT94,12259.5*A,45-14-47.7420N,111-19-42.8440W
MT,BIG TIMBER,SWEET GRASS,PU,PU,6S0,12262.*A,45-48-23.1000N,109-58-41.9000W
MT,BIGFORK,FLATHEAD,PU,PU,53U,12258.*A,48-03-37.7000N,114-00-04.2000W
MT,BIGFORK,FLATHEAD,PR,PR,93MT,12258.02*A,48-06-03.0000N,114-05-21.0000W
MT,BIGFORK,FLATHEAD,PR,PR,MT91,12258.01*H,48-05-42.8370N,114-05-18.4140W
MT,BILLINGS,YELLOWSTONE,PU,PU,BIL,12265.*A,45-48-27.6000N,108-32-34.4000W
MT,BILLINGS,YELLOWSTONE,PR,PR,MT55,12265.01*H,45-47-14.8270N,108-31-02.4890W
MT,BILLINGS,YELLOWSTONE,PR,PR,1MT2,12265.02*U,45-56-35.0000N,108-32-57.0000W
MT,BILLINGS,YELLOWSTONE,PR,PR,MT25,12265.1*H,45-47-37.6000N,108-31-06.9000W
MT,BILLINGS,YELLOWSTONE,PR,PR,1MT9,12265.03*A,45-47-21.0000N,108-41-04.0000W
MT,BOULDER,JEFFERSON,PU,PU,3U9,12274.1*A,46-12-42.0000N,112-06-27.4000W
MT,BOZEMAN,GALLATIN,PR,PR,0MY1,12277.91*H,45-40-09.0000N,111-01-07.0000W
MT,BOZEMAN,GALLATIN,PU,PU,BZN,12278.*A,45-46-39.2580N,111-09-07.2776W
MT,BOZEMAN,GALLATIN,PR,PR,2MT5,12277.93*A,45-35-38.9000N,111-09-08.0000W
MT,BOZEMAN,GALLATIN,PR,PR,MT71,12277.9*A,45-43-26.7490N,111-02-34.8100W
MT,BOZEMAN,GALLATIN,PR,PR,24MT,12277.95*A,45-37-09.7200N,111-05-31.9000W
MT,BOZEMAN,GALLATIN,PR,PR,23MT,12277.94*A,45-39-26.0400N,111-02-25.2000W
MT,BRIDGER,CARBON,PU,PU,6S1,12279.*A,45-17-29.8100N,108-55-32.5160W
MT,BROADUS,POWDER RIVER,PU,PU,00F,12280.12*A,45-28-13.7000N,105-27-25.7000W
MT,BROWNING,GLACIER,PU,PU,8S0,12283.1*A,48-36-03.6000N,113-06-55.1000W
MT,BUTTE,SILVER BOW,PU,PU,BTM,12286.*A,45-57-17.3000N,112-29-50.9000W
MT,BUTTE,SILVER BOW,PU,PU,84U,12286.01*H,45-57-11.9350N,112-29-49.9700W
MT,BUTTE,SILVER BOW,PR,PR,1MT8,12286.03*H,46-00-33.7000N,112-32-40.7000W
MT,CARDWELL,MADISON,PR,PR,2MT8,12288.*A,45-48-54.3600N,111-55-33.2400W
MT,CHESTER,LIBERTY,PU,PU,LTY,12293.*A,48-30-38.6000N,110-59-27.1100W
MT,CHINOOK,BLAINE,PU,PU,S71,12295.1*A,48-35-31.6000N,109-15-02.2000W
MT,CHINOOK,BLAINE,PR,PU,4U4,12295.2*A,48-30-48.6000N,109-03-52.8000W
MT,CHOTEAU,TETON,PU,PU,CII,12296.*A,47-49-42.0000N,112-10-06.0000W
MT,CIRCLE,MC CONE,PU,PU,4U6,12298.*A,47-25-06.0000N,105-33-39.2000W
MT,CLINTON,MISSOULA,PU,PU,RC0,12298.6*A,46-43-37.7370N,113-39-27.3360W
MT,COHAGEN,GARFIELD,PR,PR,04MT,12301.1*A,47-08-14.9920N,106-29-17.1420W
MT,COLSTRIP,ROSEBUD,PU,PU,M46,12303.1*A,45-51-10.2000N,106-42-33.4000W
MT,COLUMBIA FALLS,FLATHEAD,PR,PR,MT18,12303.9*A,48-17-23.8200N,114-10-58.3200W
MT,COLUMBUS,STILLWATER,PU,PU,6S3,12304.*A,45-37-49.9350N,109-14-21.2600W
MT,CONDON,MISSOULA,PU,PU,S04,12306.*A,47-32-19.7730N,113-43-13.3260W
MT,CONNER,RAVALLI,PR,PR,92MT,12306.13*A,45-56-05.5100N,114-07-23.1000W
MT,CONNER,RAVALLI,PR,PR,MT30,12306.11*A,45-56-24.7120N,114-08-13.3050W
MT,CONNER,RAVALLI,PR,PU,4U7,12306.1*A,45-51-44.1000N,114-13-03.9000W
MT,CONRAD,PONDERA,PU,PU,S01,12308.*A,48-10-05.5104N,111-58-35.0326W
MT,CORVALLIS,RAVALLI,PR,PR,MT72,12309.*A,46-20-45.7190N,114-10-34.3540W
MT,CORVALLIS,RAVALLI,PR,PR,84MT,12309.01*A,46-16-50.9300N,114-03-00.7700W
MT,CULBERTSON,ROOSEVELT,PU,PU,S85,12311.*A,48-09-12.0000N,104-30-14.6000W
MT,CUSTER,YELLOWSTONE,PR,PR,MT34,12314.*A,46-07-59.9500N,107-33-02.2700W
MT,CUT BANK,GLACIER,PU,PU,CTB,12315.*A,48-36-30.0761N,112-22-34.1546W
MT,DARBY,RAVALLI,PR,PR,7MT5,12317.*H,46-04-49.0000N,114-10-47.0000W
MT,DEER LODGE,POWELL,PU,PU,38S,12318.*A,46-23-16.2000N,112-45-53.8000W
MT,DELL,BEAVERHEAD,PU,PU,4U9,12322.*A,44-44-08.7000N,112-43-10.9000W
MT,DENTON,FERGUS,PU,PU,5U0,12323.4*A,47-19-15.1000N,109-56-30.9000W
MT,DEVON,TOOLE,PR,PR,MT02,12323.75*A,48-32-17.9580N,111-29-51.0030W
MT,DILLON,BEAVERHEAD,PU,PU,DLN,12324.*A,45-15-19.3000N,112-33-09.0000W
MT,DRUMMOND,GRANITE,PU,PU,M26,12333.*A,46-37-14.7450N,113-12-18.2380W
MT,DRUMMOND,POWELL,PR,PR,2MT9,12333.01*A,46-30-50.0000N,112-59-00.0000W
MT,DUTTON,TETON,PU,PU,5U1,12337.*A,47-50-49.9000N,111-41-53.8000W
MT,EKALAKA,CARTER,PR,PR,MT45,12340.01*A,45-54-31.9930N,104-34-33.8320W
MT,EKALAKA,CARTER,PU,PU,97M,12340.02*A,45-52-40.4920N,104-32-15.0260W
MT,EKALAKA,CARTER,PR,PR,MT05,12340.2*A,45-40-04.9830N,104-42-11.8540W
MT,EKALAKA,FALLON,PR,PR,MT74,12340.1*A,46-06-25.0020N,104-24-54.8060W
MT,ELLISTON,POWELL,PR,PR,1MT3,12340.8*A,46-33-29.0000N,112-24-45.0000W
MT,ENNIS,MADISON,PU,PU,EKS,12342.02*A,45-16-27.7000N,111-38-55.9000W
MT,ETHRIDGE,TOOLE,PR,PR,06MT,12343.*A,48-33-29.9420N,112-06-33.1330W
MT,EUREKA,LINCOLN,PU,PU,88M,12344.1*A,48-58-06.3000N,115-04-45.9000W
MT,FAIRFIELD,TETON,PU,PU,5U5,12344.5*A,47-38-01.8000N,111-58-52.3000W
MT,FAIRVIEW,RICHLAND,PU,PU,5U6,12346.*A,47-51-45.1000N,104-04-17.1000W
MT,FERNDALE,FLATHEAD,PR,PR,2MT4,12349.*H,48-04-58.0000N,113-59-44.0000W
MT,FORSYTH,ROSEBUD,PU,PU,1S3,12357.*A,46-16-16.1000N,106-37-26.0000W
MT,FORT BENTON,CHOUTEAU,PU,PU,79S,12360.*A,47-50-42.3900N,110-38-11.3300W
MT,FORT PECK,VALLEY,PU,PU,37S,12363.*A,48-00-17.4000N,106-28-40.4000W
MT,FORT SMITH,BIG HORN,PU,PU,5U7,12363.2*A,45-19-14.8530N,107-55-52.3990W
MT,FORT SMITH,BIG HORN,PR,PR,9MT0,12363.21*A,45-24-10.5100N,107-46-27.1650W
MT,FORTINE,LINCOLN,PR,PR,2MT7,12361.01*H,48-46-41.5000N,114-58-06.4000W
MT,FORTINE,LINCOLN,PR,PR,01MT,12361.*A,48-47-20.8750N,114-52-49.5710W
MT,FRAZER,VALLEY,PR,PR,MT51,12364.*A,48-16-37.0770N,105-57-42.0490W
MT,GALLATIN GATEWAY,GALLATIN,PR,PR,1MT0,12365.7*A,45-04-02.7400N,111-17-49.8360W
MT,GARDINER,PARK,PU,PU,29S,12368.*A,45-02-59.7680N,110-44-47.7630W
MT,GERALDINE,CHOUTEAU,PU,PU,5U8,12370.*A,47-35-47.5000N,110-15-58.1000W
MT,GERALDINE,CHOUTEAU,PR,PR,MT01,12370.31*A,47-37-04.9150N,110-05-32.7160W
MT,GILDFORD,HILL,PR,PR,14MT,12372.*A,48-37-04.4346N,110-19-37.4185W
MT,GLASGOW,VALLEY,PR,PR,25MT,12375.01*A,48-25-20.0000N,106-15-12.0000W
MT,GLASGOW,VALLEY,PR,PR,07MT,12375.1*A,48-25-15.9850N,106-31-39.7340W
MT,GLASGOW,VALLEY,PU,PU,GGW,12375.*A,48-12-44.8000N,106-36-53.3000W
MT,GLENDIVE,DAWSON,PU,PU,GDV,12378.1*A,47-08-19.4000N,104-48-26.0000W
MT,GRASSRANGE,FERGUS,PR,PR,08MT,12380.51*A,47-03-49.9060N,108-49-02.5290W
MT,GRASSRANGE,FERGUS,PR,PR,19MT,12380.53*A,46-50-17.0519N,108-56-12.6031W
MT,GREAT FALLS,CASCADE,PR,PR,MT70,12381.4*H,47-29-29.8460N,111-16-32.9090W
MT,GREAT FALLS,CASCADE,PR,PR,MT27,12381.5*H,47-29-17.1130N,111-17-46.8690W
MT,GREAT FALLS,CASCADE,PU,PU,GTF,12381.*A,47-28-57.5541N,111-22-14.1961W
MT,GREAT FALLS,CASCADE,PR,PR,MT40,12381.3*A,47-35-28.8530N,111-16-18.8950W
MT,GREAT FALLS,CASCADE,MA,PR,GFA,12382.*H,47-30-16.8000N,111-11-14.4000W
MT,GREAT FALLS,CASCADE,PR,PR,MT76,12381.6*A,47-23-58.8390N,111-28-12.0950W
MT,HAMILTON,RAVALLI,PR,PR,99MT,12384.04*A,46-05-51.0000N,114-10-42.0000W
MT,HAMILTON,RAVALLI,PR,PR,0MT4,12384.03*A,46-16-43.0000N,114-08-28.0000W
MT,HAMILTON,RAVALLI,PU,PU,6S5,12384.*A,46-15-05.3800N,114-07-31.9450W
MT,HAMILTON,RAVALLI,PR,PU,M62,12384.01*H,46-12-24.0000N,114-09-11.0000W
MT,HAMILTON,RAVALLI,PR,PR,0MT3,12384.02*H,46-15-03.0000N,114-04-03.0000W
MT,HARDIN,BIG HORN,PU,PU,F02,12385.*A,45-43-29.9190N,107-36-02.3110W
MT,HARLEM,BLAINE,PR,PU,U09,12390.1*A,48-28-51.9880N,108-46-08.5650W
MT,HARLEM,BLAINE,PU,PU,48S,12390.*A,48-33-58.6604N,108-46-26.5303W
MT,HARLOWTON,WHEATLAND,PU,PU,HWQ,12393.*A,46-26-55.0050N,109-51-09.9680W
MT,HAVRE,HILL,PU,PU,HVR,12399.*A,48-32-34.7000N,109-45-44.4000W
MT,HAXBY,GARFIELD,PR,PR,10MT,12400.1*A,47-50-00.0420N,106-29-02.1440W
MT,HAXBY / FORT PECK,MC CONE,PR,PR,MT58,12400.*A,47-46-00.0310N,106-11-17.0830W
MT,HELENA,LEWIS AND CLARK,PR,PR,MT86,12401.14*A,47-10-08.5800N,112-05-07.3700W
MT,HELENA,LEWIS AND CLARK,PR,PR,MT06,12401.2*A,46-34-12.7610N,112-10-30.0240W
MT,HELENA,LEWIS AND CLARK,MR,PR,MT15,12401.3*A,46-37-32.7650N,112-06-35.0100W
MT,HELENA,LEWIS AND CLARK,PU,PU,HLN,12402.*A,46-36-24.5000N,111-58-57.9000W
MT,HELENA,LEWIS AND CLARK,PR,PR,1MT4,12401.13*A,46-41-18.5000N,111-52-14.4000W
MT,HELENA,LEWIS AND CLARK,PR,PR,40MT,12401.44*A,46-42-20.0000N,112-04-10.0000W
MT,HELENA,LEWIS AND CLARK,PR,PR,MT35,12401.11*H,46-35-04.7630N,111-59-47.9810W
